
5,-0.5720699995524701
6.300000000000001,-0.4256400289001921
7.600000000000001,-0.2972540146446618
8.9,-0.1719943101410688
10.2,-0.1053342437099122
11.5,-0.1882264020723912
12.8,-0.3778521224827901
14.1,-0.6575251578646288
15.4,-0.9915047915676167
16.7,-1.350615047630585
18,-1.733311458386361
19.3,-2.144859441593881
20.6,-2.539169073683399
21.9,-2.933495884945583
23.2,-3.328400186857265
24.5,-3.732016216212373
25.8,-4.122159639313554
27.1,-4.494791880868886
28.4,-4.841900885735436
29.7,-5.169527409924414
31,-5.487880634644322
32.3,-5.799373959314849
33.60000000000001,-6.142062011583759
34.90000000000001,-6.505122522498461
36.2,-6.890706742601058
37.50000000000001,-7.273449285429155
38.8,-7.634756922605276
40.10000000000001,-7.970094498425768
41.40000000000001,-8.306376583796007
42.7,-8.474169592226479
44.00000000000001,-9.128407856509238
45.3,-9.477986278538571
46.60000000000001,-9.051101174057388
47.90000000000001,-9.394793885060666
49.2,-10.12251260468231
50.50000000000001,-10.18468398103215
51.8,-11.02511758496503
53.10000000000001,-11.52264471538327
54.40000000000001,-11.96386260323825
55.7,-14.65839391880073
57.00000000000001,-16.76070329753094
58.3,-19.30279733539764
59.60000000000001,-19.04922175488815
60.90000000000001,-19.95511189872486
62.20000000000001,-21.33388717607741
63.50000000000001,-21.51325683896753
64.80000000000001,-22.19206353039594
66.10000000000002,-22.79714155829364
67.40000000000001,-23.31344751518819
68.70000000000002,-23.76702011213638
70.00000000000001,-24.17346598739163
71.30000000000001,-24.5518405771628
72.60000000000001,-24.89796177687021
73.90000000000001,-25.21027484400692
75.20000000000002,-25.48472679302989
76.50000000000001,-25.74107396431275
77.80000000000001,-25.95594303094344
79.10000000000001,-26.13720075487703
80.40000000000001,-26.29926122611151
81.70000000000002,-26.42062009444233
83.00000000000001,-26.50563260053429
84.30000000000001,-26.66836321865181
85.60000000000001,-26.60263283939203
86.90000000000001,-26.67413066456142
88.20000000000002,-26.89834984405557
89.50000000000001,-26.58050963249156
90.80000000000001,-26.54127358498314
92.10000000000001,-26.87886469528179
93.40000000000001,-26.3725863528641
94.70000000000002,-26.61149793368908
96.00000000000001,-26.46261069652833
97.30000000000001,-26.20704582924657
98.60000000000001,-26.41898668722862
99.90000000000001,-26.51752039893322
101.2,-26.32618129198072
102.5,-25.79150399332988
103.8,-26.21255650801736
105.1,-26.01034166386167
106.4,-25.91464783848064
107.7,-25.85681048364616
109,-25.36574331998161
110.3,-25.51589636028127
111.6,-25.58028837855833
112.9,-25.44540711133819
114.2,-25.16929496040559
115.5,-25.16009203115096
116.8,-24.94607423442352
118.1,-24.91503391112217
119.4,-24.84999266947413
120.7,-24.81806515885838
122,-24.77943805734731
123.3,-24.74702262723408
124.6,-24.57634090011173
125.9,-24.6603248162527
127.2,-24.47763296155702
128.5,-24.64114077489452
129.8,-24.3863035094353
131.1,-24.06698826495543
132.4,-25.09218563562951
133.7,-23.50874038921552
135,-25.51540531185179
136.3,-25.53710839473073
137.6,-25.60496764605
138.9,-24.36645318629745
140.2,-23.44680157081425
141.5,-23.06318315561572
142.8,-24.07139484001195
144.1,-23.33512903904443
145.4,-23.36178889894956
146.7,-23.53972099734053
148,-23.06063836101119
149.3,-24.77895587784523
150.6,-24.91981614204822
151.9,-23.46833920136635
153.2,-22.74198954299264
154.5,-24.93241412651131
155.8,-24.11915428768476
157.1,-22.96598972438511
158.4,-23.63582336136137
159.7,-24.05277982615998
161,-24.01749264792823
162.3,-23.68273381750592
163.6,-23.50626207149585
164.9,-24.05363440202272
166.2,-24.09108828817525
167.5,-24.04133261728763
168.8,-23.65564568782097
170.1,-23.53423876742538
171.4,-23.84190647007845
172.7,-23.82871345608509
174,-23.51881768450305
175.3,-23.54323210999947
176.6,-23.95436740724186
177.9,-23.44943650675463
179.2,-23.78601602870432
180.5,-23.49308291616071
181.8,-23.90222966877602
183.1,-23.78429423766221
184.4,-23.52667425183803
185.7,-23.36205502919535
187,-23.89688247678349
188.3,-23.46039221874423
189.6,-23.53517992417778
190.9,-23.71688675237352
192.2,-23.61258674909745
193.5,-23.39048038043108
194.8,-23.74996709584638
196.1,-23.70434445399317
197.4,-23.73282698092499
198.7,-23.39061748209485
200,-23.3519272622343
